"SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
"0",0.022165928,49,0,0.205133491,9700,5,0,2,0,3
"0",0,56,0,0.196150519,13871,13,0,1,0,1
"0",0.039513637,54,1,0.18397547,7500,11,0,1,0,2
"0",0.285057157,67,0,0.342411186,12300,17,0,2,0,0
"0",0.108642811,48,0,0.283612429,10330,7,0,2,0,2
"0",0.297470253,37,0,0.13643316,3268,5,0,0,0,2
"0",1.368178324,27,0,0.092725819,1250,2,4,0,0,2
"0",0.087804986,46,0,0.596355427,6200,14,0,2,0,1
"0",0.02790352,34,0,0.127145476,6000,6,0,0,0,3
"0",0.707093283,47,0,0.46831646,2666,3,0,1,0,0
"0",0.005841724,53,0,0.150347972,8333,6,0,2,0,0
"0",0,46,0,0.174484613,3346,5,0,1,0,0
"0",0.119842466,47,0,0.255822461,8200,4,0,1,0,2
"0",0.107580557,56,0,0.405998696,4600,13,0,2,0,3
"0",0.139995758,66,0,0.289635518,6666,5,0,1,0,1
"0",0.819436113,42,0,0.325430576,9405,6,0,1,0,1
"0",0.023728447,67,0,0.25574885,5000,5,0,2,0,0
"0",0.145451979,47,0,0.067391304,5059,3,0,0,0,4
"0",0.9999999,79,3,0.245087472,12060,4,5,0,3,0
"0",0.007041281,70,0,0.002984184,3350,7,0,0,0,1
"0",0.037949051,38,0,0.335332762,3500,2,0,1,0,3
"0",0.075276407,49,1,0.131448571,22000,16,0,2,0,4
"1",0.870376541,30,1,0.28553577,3200,3,1,0,1,3
"0",0.007066431,64,0,6,0,4,0,0,0,0
"0",0,44,0,0.083709321,31250,13,0,2,0,4
"0",0.079430541,71,0,1.206773283,5314,9,0,8,0,0
"1",0.177802163,71,0,2.022939347,2571,18,0,5,0,0
"0",0.668573703,57,5,0.914111598,5250,25,0,2,0,0
"0",0.183396381,81,2,0.151523232,15000,6,0,1,0,0
"0",0.054497069,56,0,0.492021814,4950,18,0,2,0,0
"0",0.034506841,58,0,0.38440014,2858,5,0,0,0,0
"0",0.02783056,44,0,0.267994709,12850,15,0,4,0,2
"0",0.9999999,52,1,0.214447978,2200,2,1,0,0,0
"0",0.451433272,29,3,0.192043324,4800,9,0,0,0,1
"0",0.969650919,63,0,0.225041039,6700,6,0,0,0,0
"0",0,57,1,0.835877608,15000,10,0,3,0,1
"0",0.999939017,60,1,0.533593281,3333,8,6,1,1,1
"0",0.185680943,32,0,0.792226488,4167,16,0,2,0,1
"0",0.081793837,78,0,0.447250723,3800,7,0,1,0,0
"0",0.522314625,45,0,0.290229092,14491,13,0,1,0,3
"0",0.05914592,41,0,0.098691163,12300,11,0,0,0,0
"0",0.01729827,67,0,0.158783784,1775,2,0,0,0,1
"0",0.9999999,73,0,0.142213461,7101,4,0,1,0,0
"0",0.630173925,46,0,0.063956144,6566,2,0,0,0,0
"0",0.671204173,67,0,0.686575875,5139,13,0,1,0,1
"0",0.633574301,68,1,0.303049238,8001,11,0,1,0,0
"0",0.718207758,39,0,0.195978789,4525,6,0,0,0,0
"0",0.48680032,51,0,0.52690167,5928,19,0,1,0,1
"1",0.978174126,70,0,0.38700342,7601,11,0,1,1,0
"1",0.014523118,60,1,0.23838093,12500,8,0,2,0,0
"0",0.216861571,76,0,0.425714857,5000,16,0,2,0,1
"0",0.025783087,48,0,0.010845176,2673,9,0,0,0,0
"0",0.850264089,36,0,0.238556108,3822,5,0,0,0,1
"0",0.286217374,58,0,0.537207358,9567,15,0,2,0,2
"0",0.018307582,44,0,0.007498125,4000,6,0,0,0,0
"0",0.9999999,59,0,0.179210061,5088,4,0,0,0,0
"0",0.24710116,29,0,0.393606394,1000,4,0,0,0,0
"0",0.023727109,43,0,0.036507531,3916,3,0,0,0,0
"0",0.122671481,53,0,0.711601406,8248,14,0,3,0,2
"0",0.008627657,38,0,0.177240502,5500,8,0,0,0,2
"0",0.055114405,50,0,0.468731621,5100,7,0,1,0,2
"0",0.669204786,52,0,0.968010663,3000,13,0,1,0,1
"0",0.056447971,62,0,0.002631302,9500,2,0,0,0,0
"0",0.126937141,53,0,0.168305282,6000,10,0,0,0,2
"0",0.17311226,42,0,0.457568007,4300,11,0,1,0,3
"0",0.086598845,39,0,0.160604969,8330,9,0,1,0,2
"0",0.033751304,58,0,0.441991252,4800,21,0,1,0,0
"0",0.059125173,51,0,0.325734853,5000,8,0,1,0,1
"0",0,43,0,0.543945605,10000,8,0,2,0,0
"0",0.039310149,72,0,0.003999467,7500,7,0,0,0,0
"0",0.74876451,50,1,0.307825623,7500,8,0,1,0,0
"0",0.131916735,56,1,0.257181375,9642,3,0,1,0,1
"0",0.550944906,43,0,0.370037004,9998,3,0,1,0,2
"0",0.861260656,51,0,1.085723652,6100,8,0,1,0,3
"0",0,35,0,0,1723,2,0,0,0,0
"0",0.418435946,46,3,0.636868064,4865,14,0,1,0,0
"0",0.726719107,32,1,0.414581066,4594,9,0,1,0,0
"0",0,48,0,1.633733239,2833,5,0,1,0,2
"1",0.753195329,35,0,0.215556257,9500,12,0,0,0,3
"0",0.0251761,48,0,0.202925947,12166,13,0,2,0,2
"0",0.293639407,57,0,0.34318555,15833,9,0,2,0,3
"0",0.040426646,88,0,0.00715103,3495,4,0,0,0,0
"0",0.097306418,39,0,0.392063681,8416,5,0,1,0,3
"0",0,23,0,0,820,2,0,0,0,0
"0",0.112872962,59,2,0.344089599,9017,17,0,2,0,1
"0",0.040309844,50,0,0.585235794,6000,15,0,3,0,1
"0",0.036033104,87,0,0.083152808,6000,11,0,1,0,0
"0",0.037547695,59,2,0.240902569,7666,6,0,1,1,1
"0",0.02087703,55,0,0.400025602,7811,4,0,2,0,0
"0",0.11453222,46,0,0.453509298,3333,8,0,1,0,2
"0",0.037127729,59,0,0.294298557,12680,12,0,2,0,5
"0",0.301493942,53,0,0.010398614,7500,5,0,0,0,2
"0",0.019965486,50,0,0.420782209,13039,7,0,1,0,1
"0",0.862978145,68,0,0.523930143,7500,11,0,1,0,1
"0",0.004955665,49,0,0.002059429,3398,7,0,0,0,1
"0",0.031606767,63,1,0.096727049,26000,14,1,2,1,0
"0",0,51,0,0.559501966,7629,21,0,2,0,2
"1",0.9999999,23,0,0.213317619,1696,2,0,0,0,0
"0",0.018101011,56,0,0.345948257,4676,13,0,1,0,0
"0",0.007057028,64,0,0.182058047,7200,13,0,1,0,1
"0",1.00465437,38,2,4.258823529,1189,5,0,2,0,1
"0",0.075897445,46,1,0.096892899,31250,10,0,1,0,0
"0",0.271996769,40,0,0.84376157,2700,17,0,1,0,0
"0",0.716215837,40,0,0.582461253,7548,7,0,2,0,2
"0",0.001749563,51,0,0.282660967,3742,7,0,1,0,0
"0",0.632247596,68,0,0.143485651,10000,9,0,0,0,1
"1",0.717712915,59,1,0.657590939,4590,9,0,1,0,1
"0",0.427044074,43,0,0.07224917,3916,7,0,0,0,0
"0",0.512592814,41,0,0.299770023,10000,5,0,1,0,1
"0",0.9999999,24,0,39.5,1,0,0,0,0,0
"0",0.06016799,65,1,0.326306544,2276,7,0,3,0,0
"0",0.260911027,57,0,1.055080722,3158,14,0,1,0,0
"0",0.915363385,57,0,0.296553347,8500,5,0,1,0,2
"0",0.116641399,67,0,0.292227703,7500,7,0,2,0,0
"0",0.078049835,45,0,0.569960023,1750,10,0,2,0,0
"0",0.075372138,77,0,0.224721707,8623,7,0,1,0,0
"0",0.157597788,68,0,0.092045181,4160,6,0,0,0,1
"0",0.941372418,28,1,0.087977633,5364,3,0,0,0,2
"0",0.326224592,44,2,0.422510049,2238,6,0,0,0,1
"0",0.537087284,48,0,0.321187026,7244,8,0,2,0,0
"0",0.294758006,75,0,0.440079989,7000,11,0,1,0,0
"0",0.338632782,69,2,0.293250582,9022,23,0,0,0,0
"0",0.357191727,29,1,0.131552635,7000,5,0,0,0,2
"0",0.099060891,26,0,0.088455772,2000,5,0,0,0,0
"0",0.486558982,40,0,3.860911271,833,9,0,2,0,3
"0",0.82699187,41,3,0.242605194,7200,19,0,0,0,3
"0",0.008169215,58,0,0.495137453,13058,9,0,2,0,0
"0",0.104620566,34,2,0.165922144,4700,8,0,0,0,0
"0",0.03610894,54,0,0.364272621,6000,23,0,2,0,0
"0",0,48,1,0.319665907,2633,4,0,1,1,4
"0",0.9999999,64,0,0,2200,0,0,0,0,1
"0",0.139372095,37,0,0.104114585,34000,8,0,3,0,0
"0",0.038417009,36,0,0.087304232,3000,3,0,0,0,1
"0",0.538182617,63,0,0.204501106,7686,7,0,2,0,0
"0",0.069469753,65,0,0.166164101,6300,9,0,2,0,0
"0",0.9999999,59,0,0.652656915,5400,7,0,1,0,0
"0",0.223776224,26,0,0.002607562,2300,2,0,0,0,0
"0",0.55875763,56,0,0.427254378,18330,14,0,2,0,0
"0",0.029056431,62,0,0.206183835,5950,11,0,2,0,0
"0",0.366971386,62,0,0.642037632,4357,27,0,2,0,1
"0",0,46,1,0.763337641,5416,12,0,2,0,2
"0",0.491120154,44,0,0.680091402,3500,14,0,1,0,1
"1",0.085640373,66,0,0.913271682,4000,14,0,1,1,0
"0",0.053747313,54,0,0.169426911,16000,6,0,2,0,3
"0",0.696665167,45,1,0.301389905,4100,4,0,2,0,3
"0",0.26664889,43,0,0.868756121,1020,6,0,0,0,0
"0",0.125862848,45,0,0.306677329,2500,7,0,2,0,0
"0",0.1085794,26,0,0.049808429,260,2,0,0,0,0
"0",0.215070592,40,1,0.475530316,5986,11,0,2,0,2
"0",0.42112025,49,0,0.556510459,6166,9,0,2,0,0
"0",9.63e-05,41,0,0.469468676,5043,10,0,2,0,2
"0",0.02244591,67,0,0.083874069,4160,5,0,1,0,0
"0",0,77,0,0,3565,2,0,0,0,0
"0",0.947443588,30,0,0.131364799,4300,2,0,0,0,1
"0",1.012499519,38,0,0.249020403,7400,5,0,0,0,3
"0",0.089361495,27,0,0.254553532,2250,4,0,0,0,0
"0",0.020726331,61,0,684.5,1,3,0,2,0,0
"1",0.68350984,52,0,0.792630677,3500,20,0,2,0,2
"0",0.004746414,65,0,0.412589994,5416,13,0,1,0,4
"0",0.342928314,48,0,0.492975105,4056,14,0,1,0,1
"0",0.014597888,30,0,0.528494301,3333,16,0,1,0,0
"0",0.027789214,61,0,0.288543948,10500,9,0,1,0,0
"0",0,57,0,0.140953016,3000,5,0,0,0,3
"0",0.148625728,38,1,0.404269693,7400,9,0,2,0,3
"1",1.984031936,54,0,0.025416075,7750,1,2,0,0,0
"0",0.068841814,79,0,0.071741032,8000,11,0,1,0,1
"0",0.116342768,73,0,0.338289963,7800,3,0,1,0,0
"0",0.191965097,29,0,0.181006783,2800,4,0,0,0,0
"0",0.142397581,59,1,0.37332281,3800,5,0,1,0,0
"0",0.206309757,61,0,0.039138724,8916,14,0,0,0,0
"0",0.9999999,52,0,0.193811947,7465,2,0,1,0,1
"0",0.412671436,64,0,0.488386402,6500,5,0,2,0,0
"0",0.018124667,60,0,0.023181455,1250,4,0,0,0,1
"0",5.94e-05,46,0,0.486502699,5000,6,0,1,0,1
"0",0.81410298,75,0,0.409337676,5525,9,0,0,0,0
"0",0.47700107,72,0,0.502540567,6100,9,0,1,0,1
"0",0.040658775,61,0,1.677344723,5618,7,0,3,0,1
"0",0.222696207,42,0,800,1,3,0,1,0,2
"1",0.9999999,39,3,0.20783848,1683,2,2,0,0,3
"0",0.234100008,82,3,0.576284743,5000,19,0,2,0,2
"0",0.024186627,46,0,0.4,6109,10,0,2,0,2
"0",0.00614198,48,0,0.377101547,5947,7,0,2,0,2
"0",0.704318937,41,0,0.096618357,6416,2,6,0,1,2
"0",0.03167801,28,0,0.114237715,2380,7,0,0,0,0
"0",0.03199383,56,0,0.193150394,4700,7,0,0,0,1
"0",0.478815148,29,0,0.437309962,5590,6,0,1,0,2
"0",0.062831847,45,0,0.449818773,8000,8,0,2,0,2
"0",0.039513282,56,0,0.170812824,7516,11,0,1,0,2
"0",0.012079513,81,0,0.00499875,4000,4,0,0,0,0
"0",0.276289484,39,1,0.120575885,1666,6,0,0,0,0
"0",0.28720089,62,1,0.152080754,10500,13,0,0,0,0
"1",0.074192581,32,0,0.891223314,2950,5,0,1,0,0
"0",0.117784032,34,0,0.426266137,12083,10,0,3,0,0
"0",0.909096182,46,0,0.408053813,11000,11,0,0,0,3
"0",0.004581652,89,0,0.000820793,3654,2,0,0,0,0
"0",0.943188684,88,0,0.316507747,16779,11,0,1,0,0
"0",0.268475704,51,3,1.693792384,1916,11,0,1,1,1
"0",0.034063716,41,0,0.454527751,10269,13,0,2,0,0
"0",0.916615946,37,0,0.213511259,3596,13,0,0,0,0
"0",0.079640626,59,0,0.193723849,4779,14,0,1,0,0
"0",0.543901546,61,1,0.364620089,4250,21,0,0,0,0
"0",0.029616291,30,0,0.481764502,2878,5,0,1,0,0
"0",0.091404312,75,0,0.274431522,5760,4,0,1,0,0
"0",0.346513918,40,2,0.598824394,5443,6,0,1,0,2
"0",0.120978815,79,0,0.56461405,2305,15,0,1,0,0
"0",0.366633175,60,2,0.429467813,4302,9,0,1,0,1
"0",0.9999999,63,1,0.00759631,1842,1,1,0,0,1
"1",0.775317812,42,2,0.43341489,5721,7,3,2,0,2
"0",0.654104535,91,0,0.623686055,1426,6,0,0,0,0
"0",0.048422651,45,0,0.25715844,11000,12,0,3,0,5
"0",0.153491473,65,0,0.215505307,6500,6,0,1,0,2
"0",0.620189905,39,0,0.156333631,4483,4,0,0,0,3
"0",0.144,37,1,0.121410274,14833,10,0,1,0,3
"0",0.12344773,63,0,0.072428648,7427,8,0,0,0,1
"0",0.018826967,50,0,1.175876982,2080,13,0,1,0,0
"1",0.983338887,27,0,0.106808245,1600,9,0,0,0,0
"0",0,61,0,0.512815716,5344,17,0,1,0,0
"0",0.082583377,64,1,1.088590141,2900,14,0,2,0,1
"1",1.135552064,41,2,0.845887215,7500,12,0,4,1,0
"0",0.736253359,45,1,0.216790986,6300,15,0,0,0,0
"0",0.337597628,41,0,0.099036674,5916,5,0,0,0,0
"0",0.369785588,32,0,0.356918024,7306,6,0,1,0,0
"0",0.223024025,45,1,0.643319909,5710,16,0,1,0,1
"0",0.9999999,92,0,0.273111463,3785,1,0,1,0,1
"0",0.9999999,36,0,0,3159,0,1,0,0,1
"0",0.723930794,32,0,0.101622685,6100,7,0,0,0,0
"0",0.076526858,61,0,0.413793103,2000,11,0,1,0,1
"0",0.057729659,67,0,0.764219577,3023,11,0,3,0,2
"0",0.351390438,60,0,0.626081171,6011,11,0,1,0,0
"0",0.498350055,32,0,0.29422105,4550,7,0,0,0,0
"0",0.269668574,36,0,0.50583139,3000,6,0,1,0,1
"0",0.043526569,51,0,0.08056143,5200,8,1,0,0,0
"0",0.300661804,39,0,0.404850214,3504,6,0,1,0,0
"0",0.9999999,44,1,0,3283,0,0,0,0,1
"0",0.05218671,52,0,1.673590185,9291,27,0,13,0,3
"0",0.045395856,61,0,0.26905449,5890,12,0,2,0,0
"1",0.361445872,60,1,0.305088562,13323,12,0,2,2,0
"0",0.02719416,44,0,0.011962782,4513,7,0,0,0,1
"0",0.009070781,53,2,0.403167747,4166,10,0,1,0,3
"0",1.00719856,47,2,0.561929596,2300,7,0,0,0,0
"0",0.021478571,51,0,0.186485643,6407,10,0,0,0,2
"0",0.008892924,95,1,0.003374578,8000,10,1,0,0,0
"0",0.145783993,39,2,0.348405733,9000,11,0,1,0,1
"1",1.450090744,45,3,0.065263158,1424,3,1,0,0,0
"0",0.283578208,67,0,0.138417058,8300,10,0,1,0,0
"0",0.318988608,66,0,0.20202952,5419,7,0,1,0,1
"0",0.377809618,41,0,0.375770705,6000,12,0,1,0,2
"0",0.01773889,49,0,0.268582755,13116,10,0,2,0,2
"0",0.037677226,52,0,0.181531176,3800,9,0,2,0,0
"0",0.059841055,52,0,0.287787885,10333,17,0,2,0,1
"0",0,41,0,0.354929014,5000,8,0,1,0,0
"0",0.85534137,36,0,0.822265153,4140,8,0,1,0,0
"0",0.112992938,41,0,0.394569989,6150,4,0,1,0,3
"0",0.343884592,48,0,0.40085382,6792,11,0,1,0,0
"0",0.9999999,33,0,0.467508181,6416,3,0,2,0,0
"0",0.31903652,66,0,0.484756396,10200,16,0,1,0,2
"0",0.647443821,47,0,0.86258951,5166,6,0,2,0,0
"0",0.317843129,53,0,0.281543691,5000,9,0,0,0,0
"0",0,88,0,0,197,3,1,0,0,0
"0",0.015945165,45,0,0.106444678,20000,6,0,1,0,1
"0",0.044469542,62,1,0.423112481,6489,13,0,2,0,1
"0",0.000857102,81,0,0,4896,3,0,0,0,0
"1",0.410012995,54,1,0.255780046,4800,10,1,0,0,2
"0",0.08131978,40,2,0.30123955,6937,6,0,2,0,3
"0",0.004505221,39,0,0.435848607,4200,6,0,2,0,2
"0",0.528942116,28,0,0.469032707,2873,5,0,2,0,0
"1",0.920265781,46,2,0.053035724,57300,4,2,2,1,2
"0",0.010023571,72,0,0.594911937,2554,9,0,2,0,0
"0",0.804268624,59,0,0.293185341,20000,10,0,2,0,1
"0",0.123897662,54,0,0.343283582,6833,17,0,1,0,0
"0",0.01996762,59,0,0.023923445,39500,4,0,1,0,0
"0",0.164564957,79,0,0.216903968,3300,7,0,0,0,0
"0",0.045381495,39,0,0.284672391,8500,10,0,2,0,0
"0",0.418485054,53,0,0.195338513,1801,7,0,0,0,1
"0",0.05859707,56,0,0.384004831,11590,12,0,2,0,4
"0",0.041762249,78,0,0.020094563,3383,5,0,0,0,0
"0",0.33376666,41,1,0.313771464,14500,11,0,2,0,2
"1",0.9999999,41,0,0.868131868,1000,1,0,0,1,5
"0",0.01160605,74,0,0.00933126,4500,21,0,0,0,1
"0",0.220913733,51,0,0.225386728,6916,15,0,1,0,0
"0",0,53,0,0.110206929,4300,14,0,0,0,2
"0",0.304964539,70,0,0.402766206,6000,3,0,1,0,0
"1",1.003322259,34,0,0.093057607,2030,4,1,0,0,1
"0",0.494744947,51,0,0.482866044,8666,23,0,3,0,0
"0",0.058415693,58,0,0.188952762,4000,7,0,1,0,0
"0",0.003585871,72,0,0.010643524,6106,10,0,0,0,0
"0",0.046740048,57,0,0.404799866,11916,13,0,3,0,0
"0",0.802560639,53,0,1.270956165,3900,15,0,2,0,1
"0",0.217856948,49,0,0.115891532,6600,7,0,2,0,1
"0",0.006310831,36,0,0.163702593,14000,4,0,2,0,0
"0",0.196330818,51,0,1.28896388,8000,15,0,3,0,0
"0",0.021547131,72,0,0.241930877,3500,13,0,1,0,0
"0",0.166946401,71,0,0.190553281,10500,14,0,2,0,0
"0",0.082354275,47,0,0.604832105,4883,16,0,2,0,2
"0",0,31,0,0.490572506,2916,6,0,1,0,0
"0",0.919385077,32,0,0.233953209,5000,4,1,0,0,2
"0",0.789076662,47,1,0.250755876,10252,11,0,1,0,5
"0",0.800557186,50,0,3.527060783,1200,12,0,2,0,2
"0",0.002032193,61,0,0.567474048,2600,8,0,1,0,0
"0",0.378976773,35,0,1.179637788,2042,4,0,2,0,3
"0",0.353684047,65,0,1698,1,11,0,2,0,0
"0",0.065962434,65,0,0.011249361,5866,6,0,0,0,0
"0",0.263855441,52,0,0.514612452,2360,13,0,1,0,3
"0",0.003883699,43,0,0.004704775,4250,18,0,0,0,0
"0",0.273860617,47,0,0.659053834,1225,10,0,0,0,1
"0",4268,65,0,0.234300172,11066,4,0,1,0,1
"0",0.100173377,44,0,0.165314965,9000,9,0,1,0,2
"0",0.9999999,48,0,0.229624652,10416,6,0,1,0,1
"0",0.665416729,26,0,0.255754476,4300,10,0,0,0,0
"0",0,39,0,0.135042936,8500,9,0,1,0,3
"0",0.126397702,72,0,0.142439625,6500,6,0,0,0,1
"0",0.010891581,68,0,0.446158241,3500,8,0,1,0,0
"0",0.016723359,71,0,0.008281972,5191,7,0,0,0,0
"0",0.910617876,40,0,0.816335948,6500,9,0,4,0,2
"0",0.028169014,79,0,0.105578884,5000,12,0,2,0,0
"0",0.055612084,70,0,0.003048583,15416,6,0,0,0,0
"0",0.47398719,53,1,0.254268574,6500,14,0,0,0,1
"0",0.706844636,69,0,0.283105023,4379,6,0,0,0,0
"0",0.022500585,71,0,1.748803828,417,12,0,1,0,0
"0",0.053054246,89,0,0.003820196,7852,4,0,0,0,0
"0",0.451746673,41,0,0.330861534,7416,5,0,2,0,0
"0",0.075152215,42,0,0.076713325,5500,4,0,1,0,5
"0",0.481212905,50,2,0.397030148,6666,7,0,2,0,3
"0",0.034413715,50,0,0.014513788,6200,3,0,0,0,0
"0",0,37,0,0.26056858,10833,9,0,1,0,2
"1",0.9999999,58,1,0.173798799,2663,2,0,0,0,1
"0",0,42,0,0.000576701,1733,7,0,0,0,0
"0",0.550678876,36,0,0.284176183,3064,5,0,0,0,0
"0",0.020149415,37,0,1827,0,14,0,2,0,0
"0",0.9999999,61,0,0.055967633,1482,0,1,0,0,0
"0",0.442156508,40,1,0.563261481,3200,8,0,1,0,0
"1",0,60,2,0.000384468,2600,4,0,0,0,0
"1",0.307197212,49,0,1.254836795,8424,19,0,5,0,2
"1",0.042796006,67,1,0.13054341,1600,2,0,0,0,1
"0",0.98379118,44,0,0.427665837,4416,8,0,2,0,1
"0",0.112433173,44,0,0.758310422,4000,10,0,1,0,5
"0",0.466954783,48,0,0.285349308,11350,10,0,1,0,1
"0",0.034554892,38,0,0.294565826,8924,12,0,3,0,3
"0",0.059809229,46,1,0.305359777,6100,14,0,1,0,1
"0",0.843906233,53,0,0.652360515,5591,9,0,2,0,0
"0",0.019921544,29,0,0.217223358,4400,7,0,0,0,3
"0",0.358667283,75,1,0.420539445,7896,23,0,3,0,0
"0",0.07583204,37,0,0.460476976,6666,22,0,2,0,2
"0",0.108888968,48,0,25801,0,4,0,1,0,0
"0",0.967952133,34,0,0.68427673,2384,7,0,0,0,0
"0",0.378481986,57,1,0.55921504,7286,12,0,1,0,2
"0",0.434881392,45,0,0.407760246,10076,13,0,1,0,3
"0",0.778088764,47,0,0.366782007,2600,3,0,1,0,0
"0",0.162077194,38,0,0.024885359,70000,6,0,1,0,2
"0",0.110456511,57,0,0.44379635,12000,18,0,2,0,0
"0",0.901930168,65,0,0.647896879,4421,14,0,1,0,0
"0",0.028060914,81,0,338,0,10,0,0,1,0
"0",0.000612883,47,0,0.254574543,10000,5,0,2,0,2
"1",0.9999999,27,0,207,0,6,0,0,0,0
"0",0.01889425,40,0,0.884955752,2824,8,0,2,0,3
"0",0.170774865,52,0,0.261305038,10083,6,0,3,0,2
"0",0.490329202,32,0,0.131642288,5400,5,0,0,0,0
"0",0.089790007,47,0,0.012417352,6200,5,0,0,0,0
"0",0,72,0,0.151548006,8300,2,0,1,0,0
"0",0.423930934,44,0,0.913029678,6300,13,0,1,0,3
"0",0.232519346,50,1,10.96039604,100,13,0,1,0,2
"0",0.000653821,52,0,0.117788221,10000,4,0,1,0,3
"0",0.012999705,51,0,0.501143971,11800,9,0,4,0,0
"0",0.026804933,79,0,0.170316484,13333,14,0,2,0,0
"0",0.016869465,62,0,0.139199644,17966,24,0,1,0,0
"0",0.9999999,25,98,0.020344288,1916,0,98,0,98,0
"0",0.32798574,36,0,0.561318131,7191,11,0,1,0,1
"0",0.216810084,63,0,0.30940967,7300,11,0,1,0,0
"0",0.592067044,51,0,0.474687705,6083,7,0,1,0,3
"0",0.057878842,54,0,940,0,8,0,1,0,0
"0",0.323516932,55,0,0.571553229,4583,12,0,2,0,0
"0",0.091981604,29,0,237,0,2,0,0,0,0
"0",0.422791243,65,1,0.21392869,3000,9,0,0,0,0
"0",0.112302008,58,1,0.346765098,9752,23,0,2,0,1
"0",0.021968141,48,0,1.002998501,2000,14,0,1,0,1
"0",0.546227802,66,0,0.242557016,8900,4,0,1,0,1
"1",0.9999999,42,0,0.132915138,8448,2,1,0,1,2
"1",0.9999999,26,98,0,1000,0,98,0,98,0
"0",0.050189962,63,0,2698,0,3,0,1,0,1
"0",0.9999999,55,0,0.449263613,7400,5,0,2,0,1
"0",0.207980033,53,0,0.214881732,14500,9,0,1,0,3
"0",0.190323752,59,0,0.195721262,12900,6,0,2,0,0
"0",0.011999797,72,0,0.02061123,5627,8,0,0,0,0
"0",0.490258427,49,0,0.403839904,40000,24,0,6,0,4
"0",0.103167394,54,0,0.20679743,11827,18,0,1,0,2
"0",0.960067998,57,0,0.539494358,7000,12,0,1,0,0
"0",0.313394846,63,0,0.442305009,7166,10,0,2,0,0
"0",0.029367552,51,0,0.345165483,10000,6,0,2,0,0
"0",0.124862505,61,0,0.298978232,2250,8,0,0,0,0
"0",0.087591241,43,0,0.684672519,5923,8,0,2,0,2
"0",0.9999999,64,0,0.364694471,10309,7,0,3,0,0
"0",0.582483503,34,1,0.090953426,4100,2,0,0,0,0
"0",0.399732229,64,0,0.105630729,6872,8,0,0,0,2
"0",0.576013888,53,0,0.488113458,9800,10,0,1,0,0
"0",0.044020543,40,0,0.255432609,7500,10,0,2,0,3
"0",0.009924786,79,0,0.003196165,10011,13,0,0,0,0
"0",0.9999999,38,0,0.857469294,3500,10,0,2,0,0
"1",1.020549641,33,1,0.940019349,3100,15,3,1,1,2
"0",0.08102188,62,0,0.245892586,14485,3,0,1,0,1
"0",0.656124777,76,0,0.175533885,8100,10,0,1,0,1
"0",0.13038727,55,0,0.287330941,7245,11,0,2,0,0
"0",0.996801279,45,0,0.239951279,820,4,0,0,0,0
"0",0.446423047,42,0,0.354487331,4222,12,0,0,0,2
"0",0.012125527,63,0,0.18892443,10003,10,0,1,0,0
"0",8.73e-05,66,0,0.002380726,10500,13,0,0,0,0
"0",0.287118997,67,0,1.077793494,2120,10,0,1,0,0
"0",0.074968264,37,1,0.506143407,5452,10,0,2,0,0
"0",0.9999999,34,1,0,2253,4,0,0,0,2
"0",0.000621749,60,3,0.10888711,11240,10,0,1,0,1
"0",0.129923654,29,0,0.084644073,6166,5,0,0,0,0
"0",0.074455003,48,0,0.354585913,10335,11,0,2,0,4
"0",0.075085324,45,0,0.247094856,11100,15,0,2,0,1
"0",0.521556783,52,0,0.463233432,11844,10,0,2,0,0
"0",0.308138372,31,0,0.058775676,4916,3,0,0,0,0
"0",0.249053639,32,0,0.773815002,4345,11,0,1,0,0
"0",0.013553159,31,0,0.214493961,2400,7,0,0,0,0
"0",0.704338908,28,0,0.713254999,4850,12,0,1,0,1
"1",0.148477639,46,0,0.542531918,6500,11,0,2,0,2
"0",0.3399477,24,0,0.042280589,1560,4,0,0,0,0
"0",0.051328101,48,3,0.147158285,9166,23,0,1,0,3
"1",0.871046725,29,1,0.51228437,3825,12,0,2,0,2
"0",0.358565737,39,0,0.064239829,5136,3,0,0,0,1
"0",0.9999999,55,0,0.385726187,3600,8,0,2,0,0
"0",0.9999999,30,1,0.087003925,4585,1,4,0,0,2
"0",0.813656646,63,1,0.1224,14999,8,0,0,0,2
"0",0.029115968,55,0,0.297070293,10000,17,0,2,0,1
"0",0.040132148,65,0,0.657835541,4000,16,0,3,0,0
"0",0.395691501,54,0,0.314834025,5783,11,0,2,0,3
"0",0.29254121,71,0,0.075440829,5500,8,0,0,0,1
"0",0.268656716,31,0,0.094544416,3500,2,1,0,0,1
"0",0.25606934,67,0,0.36562873,9216,9,0,1,0,0
"1",0.996001777,47,4,0.518473357,8200,14,0,1,0,0
"0",0.125592329,34,0,3.391072618,1500,9,0,2,0,0
"0",0.337388426,39,0,0.333611065,6000,6,0,2,0,0
"0",0.052571597,57,0,0.59544292,4300,4,0,2,0,0
"0",0.305423723,33,0,0.595867011,12000,12,0,5,0,0
"0",0.005451231,54,0,0.420657934,10000,9,0,3,0,1
"0",0.126367102,63,0,0.275325978,1993,7,0,0,0,0
